,species_name,coded_property_name,collapsed_data_maximum,collapsed_data_minimum
1863,scirpus_congdonii,leaf_width,7mm,3mm
1864,scirpus_cyperinus,fruit_length,0.9mm,0.6mm
1865,scirpus_cyperinus,fruit_width,0.5mm,0.3mm
1866,scirpus_cyperinus,leaf_width,10mm,3mm
1867,scirpus_diffusus,fruit_length,1.3mm,0.9mm
1868,scirpus_diffusus,fruit_width,0.8mm,0.7mm
1869,scirpus_diffusus,leaf_width,8mm,5mm
1870,scirpus_divaricatus,fruit_length,1mm,0.8mm
1871,scirpus_divaricatus,fruit_width,0.8mm,0.6mm
1872,scirpus_divaricatus,leaf_width,8mm,4mm
1873,scirpus_expansus,fruit_length,1.6mm,1mm
1874,scirpus_expansus,fruit_width,0.8mm;1mm,0.6mm;0.8mm
1875,scirpus_expansus,leaf_width,23mm,9mm
1876,scirpus_flaccidifolius,fruit_length,1.2mm,1mm
1877,scirpus_flaccidifolius,fruit_width,0.6mm,0.4mm
1878,scirpus_flaccidifolius,leaf_width,14mm,9mm
1879,scirpus_georgianus,fruit_length,1.2mm,0.6mm
1880,scirpus_georgianus,fruit_width,0.5mm,0.4mm
1881,scirpus_georgianus,leaf_width,13mm,6mm
1882,scirpus_hattorianus,fruit_length,0.7mm;1.1mm,0.6mm;0.7mm
1883,scirpus_hattorianus,fruit_width,0.5mm,0.3mm
1884,scirpus_hattorianus,leaf_width,9mm,5mm
1885,scirpus_lineatus,fruit_length,1.5mm,1.1mm
1886,scirpus_lineatus,fruit_width,0.7mm,0.6mm
1887,scirpus_lineatus,leaf_width,13mm,6mm
1888,scirpus_longii,fruit_length,1mm,0.7mm
1889,scirpus_longii,fruit_width,0.5mm,0.4mm
1890,scirpus_longii,leaf_width,9mm,5mm
1891,scirpus_microcarpus,fruit_length,1.6mm,0.7mm
1892,scirpus_microcarpus,fruit_width,1mm,0.8mm
1893,scirpus_microcarpus,leaf_width,20mm;15mm,15mm;5mm
1894,scirpus_pallidus,fruit_length,1.2mm,0.8mm
1895,scirpus_pallidus,fruit_width,0.6mm,0.4mm
1896,scirpus_pallidus,leaf_width,16mm,8mm
1897,scirpus_pedicellatus,leaf_width,9mm,5mm
1898,scirpus_pendulus,branch_quantity,2,1
1899,scirpus_pendulus,fruit_length,1.2mm,1mm
1900,scirpus_pendulus,fruit_width,0.8mm,0.6mm
1901,scirpus_pendulus,leaf_width,12mm;8mm,8mm;4mm
1902,scirpus_polyphyllus,fruit_length,1.8mm;1.4mm,1.4mm;1.1mm
1903,scirpus_polyphyllus,fruit_width,1mm,0.8mm
1904,scirpus_polyphyllus,leaf_width,8mm,5mm
1905,trichophorum_alpinum,fruit_length,1.6mm,1.2mm
1906,trichophorum_alpinum,fruit_width,0.8mm,0.5mm
1907,trichophorum_alpinum,leaf_width,0.5mm,0.4mm
1908,trichophorum_alpinum,plant_height,40cm,10cm
1909,trichophorum_cespitosum,fruit_length,1.7mm,1.4mm
1910,trichophorum_cespitosum,fruit_width,0.9mm,0.6mm
1911,trichophorum_cespitosum,leaf_width,0.4mm,0.3mm
1912,trichophorum_cespitosum,plant_height,45cm,5cm
1913,trichophorum_clementis,fruit_length,1.6mm,1.2mm
1914,trichophorum_clementis,fruit_width,0.8mm,0.7mm
1915,trichophorum_clementis,leaf_width,0.7mm,0.4mm
1916,trichophorum_clementis,plant_height,12cm,2cm
1917,trichophorum_clintonii,fruit_length,2mm,1.5mm
1918,trichophorum_clintonii,fruit_width,1.2mm,1mm
1919,trichophorum_clintonii,leaf_width,1mm;0.8mm,0.8mm;0.5mm
1920,trichophorum_clintonii,plant_height,36cm,7.5cm
1921,trichophorum_planifolium,fruit_length,2mm,1.5mm
1922,trichophorum_planifolium,fruit_width,1.1mm,0.7mm
1923,trichophorum_planifolium,leaf_width,2mm,0.8mm
1924,trichophorum_planifolium,plant_height,40cm,10cm
1925,trichophorum_pumilum,fruit_length,1.4mm;1.9mm,1.2mm;1.4mm
1926,trichophorum_pumilum,fruit_width,1.2mm,0.8mm
1927,trichophorum_pumilum,leaf_width,0.5mm,0.4mm
1928,trichophorum_pumilum,plant_height,14cm,5cm
1929,carex_douglasii,branch_quantity,,1/2
1930,carex_duriuscula,branch_quantity,,1/2
