,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
2673,Carex_zizaniifolia,branch_count,,,single;compound;14-16-branched
2674,Carex_zizaniifolia,inflorescence_length,,,longer than female part
2675,Carex_zunyiensis,plant_height,,,short
2676,Eriophorum_angustifolium,nutlet_width,,,1
2677,Eriophorum_comosum,nutlet_length,,,2.5
2678,Eriophorum_comosum,nutlet_width,,,0.5
2679,Eriophorum_gracile,nutlet_size,,,3
2680,Eriophorum_russeolum,leaf_width,,,1
2681,Eriophorum_russeolum,nutlet_size,,,2.5
2682,Eriophorum_scheuchzeri,nutlet_length,,,2
2683,Eriophorum_scheuchzeri,nutlet_width,,,0.5
2684,Eriophorum_transiens,nutlet_size,,,1.5
2685,Eriophorum_vaginatum,nutlet_width,,,1
2686,Kobresia_filicina,nutlet_width,,,0.6
2687,Kobresia_filifolia,branch_count,,,spikelike
2688,Kobresia_hohxilensis,inflorescence_width,,,0.8
2689,Kobresia_inflata,branch_count,,,present
2690,Kobresia_kansuensis,branch_count,,,numerous
2691,Kobresia_kuekenthaliana,branch_count,,,6
2692,Kobresia_kuekenthaliana,nutlet_length,,,3
2693,Kobresia_kuekenthaliana,nutlet_width,,,1
2694,Kobresia_littledalei,leaf_width,,,1
2695,Kobresia_littledalei,nutlet_width,,,1
2696,Kobresia_prainii,leaf_width,,,0.5
2697,Kobresia_pygmaea,nutlet_width,,,1
2698,Kobresia_setschwanensis,branch_count,,,1;2
2699,Kobresia_squamiformis,leaf_width,,,0.5
2700,Kobresia_tunicata,inflorescence_length,,,5
2701,Kobresia_tunicata,inflorescence_width,,,7
2702,Kobresia_tunicata,nutlet_length,,,4
2703,Kobresia_tunicata,nutlet_width,,,0.8
2704,Kobresia_vaginosa,inflorescence_width,,,0.2;0.2
2705,Kobresia_vaginosa,leaf_width,,,0.5
2706,Kobresia_woodii,inflorescence_length,,,4
2707,Kobresia_woodii,inflorescence_width,,,0.3
2708,Kobresia_woodii,leaf_width,,,1.5
2709,Kobresia_yadongensis,inflorescence_size,,,1
2710,Kobresia_yadongensis,leaf_width,,,0.8
2711,Kobresia_yadongensis,nutlet_width,,,2.3
2712,Kobresia_yangii,leaf_width,,,thinner
2713,Scirpus_chunianus,nutlet_size,,,1.5
2714,Scirpus_hainanensis,nutlet_size,,,1.5
2715,Scirpus_karuisawensis,nutlet_size,,,1
2716,Scirpus_lushanensis,nutlet_length,,,1.5
2717,Scirpus_lushanensis,nutlet_width,,,0.5
2718,Scirpus_maximowiczii,nutlet_width,,,1
2719,Scirpus_paniculatocorymbosus,nutlet_size,,,1.5
2720,Scirpus_radicans,nutlet_size,,,1
2721,Scirpus_wichurae,nutlet_size,,,1.3
2722,Trichophorum_alpinum,inflorescence_width,,,3
2723,Trichophorum_alpinum,leaf_width,,,0.3
2724,Trichophorum_distigmaticum,inflorescence_length,,,5
2725,Trichophorum_mattfeldianum,nutlet_size,,,1.8
2726,Trichophorum_pumilum,inflorescence_length,,,4.5
2727,Trichophorum_pumilum,inflorescence_width,,,2.5
2728,Trichophorum_pumilum,nutlet_size,,,1.5
2729,Trichophorum_schansiense,inflorescence_width,,,2
2730,Trichophorum_schansiense,nutlet_size,,,1
